"did;query;name;duplicate_ids;aas_spec;qualifier;category;datatype;unit;metalabel"
"724;sie ist die Ursache für den elektrischen Strom, der die elektrische Ladung transportiert;voltage figure;269;Property;OP;Variable;REAL_MEASURE;V;54"
"725;it is the cause of the electric current that transports the electric charge;Voltage specification;269;Property;OP;Variable;REAL_MEASURE;V;54"
"726;the electric voltage indicates how strong the drive of the electric current is.;Voltage information;269;Property;OP;Variable;REAL_MEASURE;V;54"
"727;voltage is the ability of an electrical source to maintain a current in a circuit;working voltage;269;Property;OP;Variable;REAL_MEASURE;V;54"
"728;it is the cause of the current;Operating voltage;269;Property;OP;Variable;REAL_MEASURE;V;54"
"729;electrical voltage is a physical quantity that indicates how much work, or energy, is required to move an object with a given electrical charge along an electric field.;measured voltage;269;Property;OP;Variable;REAL_MEASURE;V;54"
"730;voltage is therefore the specific working capacity of the charge. It is a field quantity which can vary by many orders of magnitude.;voltage rating;269;Property;OP;Variable;REAL_MEASURE;Volt;54"
"731;measured actual engine voltage;Measured actual engine voltage;270;Property;OP;Variable;REAL_MEASURE;V;54"
"732;measured machine voltage;Measured actual machine voltage;270;Property;OP;Variable;REAL_MEASURE;Volt;54"
"733;metered actual engine voltage;metered actual machine ;270;Property;OP;Variable;REAL_MEASURE;V;54"
"734;the actual metered device voltage;metered device voltage;270;Property;OP;Variable;REAL_MEASURE;V;54"
"735;The power factor is a quantity that is important for the power consumption of power supplies;determined power factor;272;Property;SUP;Constant;REAL_MEASURE;%;45"
"736;the actual metered power consumption;power consumption;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"737;measured machine electricity consumption;electricity consumption;273;Property;;Variable;REAL_MEASURE;kWh;54"
"738;measured actual engine voltage current consumption;current consumption;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"739;energy consumption refers to the consumption of final energy used by consumers in the form of processed petroleum, natural gas and coal products, such as fuels (gasoline, diesel), heating oil, coke, coal, and as electric power or district heating;energy consumption;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"740;Energy consumption colloquially denotes the demand for energy for different useful applications;energy usage;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"741;Designates the energy demand of a final consumer within a fixed period of time;energy demand;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"742;Energy requirements refers to the amount of energy that must be supplied to operate or maintain a process;energy requirements;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"743; total energy consumption can be measured by looking at how much energy a production process consumes;power demand;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"744;power requirements is the amount of energy or power used;power requirements;273;Property;OP;Variable;REAL_MEASURE;kWh;54"
"745;Electric motor efficiency is the ratio between power output (mechanical) and power input (electrical).;engine efficiency;274;Property;SUP;Constant;REAL_MEASURE;%;45"
"746;The electric energy that is input into the device is converted to mechanical energy by the motor;unit efficiency;274;Property;SUP;Constant;REAL_MEASURE;%;45"
"747;ratio between power output und power input;machine efficiency;274;Property;SUP;Constant;REAL_MEASURE;%;45"
"748;This property defines the type of ventilation system, air conditioning and room cooling systems.;class of ventilation system ;275;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"749;defines a group of different ventilation systems ;group of ventilation system ;275;Submodel Element Collection;SUP;;ENUM_STRING;;70"
"750;defines the types of air flow control ;group of air flow control;276;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"751;defines the types of air flow control ;class of air flow control;276;Submodel Element Collection;SUP;;ENUM_STRING;;70"
"752;Maximum volume of air per unit of time;max. volumetric air flow;277;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"753;determined maximum volume of air per unit of time.;maximum volume flow;277;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"754;determined max. volume flow of air per unit of time mostly given in cubic meters per second or hour ;max. volume flow;277;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"755;determined largest volume of air per unit of time. the unit is expressed in cubic meters per hour;largest air volume flow;277;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"756;determined largest flow of air per unit of time. the unit is expressed in cubic meters per hour;largest air flow rate;277;Property;;Parameter;REAL_MEASURE;m³/s;30|5"
"757;determined largest air of air per unit of time.;highest air flow;277;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"758;the volume flow is calculated with the volume and the time, with the pipe cross-sectional area and the flow velocity, but also with the heat flow Q, the specific heat capacity, the density and the temperature difference;nominal volume flow;278;Property;SUP;Constant;REAL_MEASURE;m³/s;39"
"759;the volume flow is calculated with the volume and the time for design conditions;rated volume flow;278;Property;SUP;Constant;REAL_MEASURE;m³/s;39"
"760;the maximal airspeed in the AHU;max. air speed in the air handling unit;279;Property;SUP;Constant;REAL_MEASURE;m/s;55"
"761;The maximum rate of motion of air in a given direction;maximum air velocity in the air handling unit;279;Property;SUP;Constant;REAL_MEASURE;m/s;55"
"762;The nominal rate of motion of air in a given direction;rated air speed in the air handling unit;280;Property;SUP;Constant;REAL_MEASURE;m/s;55"
"763;The max allowable temperature is the temperature that is still allowed to operate the device.;max allowable air temperature;281;Property;SUP;Constant;REAL_MEASURE;K;46"
"764;max Temperature that ensures that the device can be operated ;max permitted air temperature;281;Property;SUP;Constant;REAL_MEASURE;°C;46"
"765;max Temperature that ensures that the device can be operated ;maximum permissible air temperature;281;Property;SUP;Constant;REAL_MEASURE;°C;46"
"766;maximum Temperature that ensures that the device can be operated ;maximum  air temperature;281;Property;SUP;Constant;REAL_MEASURE;K;46"
"767;minimum Temperature that ensures that the device can be operated ;minimum permissible air temperature;282;Property;SUP;Constant;REAL_MEASURE;°C;46"
"768;The minimum allowable temperature is the temperature that is still allowed to operate the device.;minimum air temperature;282;Property;SUP;Constant;REAL_MEASURE;°C;46"
"769;the lowest temperature that must be guaranteed during operation;min allowable air temperature;282;Property;;Constant;REAL_MEASURE;°C;46"
"770;the lowest temperature that must be guaranteed in the air handling unit;lowest air temperature;282;Property;SUP;Constant;REAL_MEASURE;K;46"
"771;Sound insulation effect generated by the housing ;Sound insulation effect;283;Property;SUP;Constant;REAL_MEASURE;dB(A);37"
"772;Soundproofing effect generated by the housing ;Soundproofing effect;283;Property;SUP;Constant;REAL_MEASURE;dB;37"
"773;sound radiation from the duct for the inlet;Duct sound force for intake side;284;Property;SUP;Constant;REAL_MEASURE;dB;37"
"774;sound radiation from the duct for the outlet openings: A-weighted as data for single units and weighted in the octave bands from 125 Hz to 8 kHz;Duct sound force for exhaust side;285;Property;SUP;Constant;REAL_MEASURE;dB(A);37"
"775;sound which is emitted from the housings;sound radiation from the casings;286;Property;SUP;Constant;REAL_MEASURE;dB;37"
"776;Force of the housing of AHU, defined by the maximum deflection of the walls.;classification of casing strength air handling units;287;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"777;Force of the housing of Air Handling Unit, defined by the maximum deflection of the walls;maximum relative deflection;287;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"778;Tightness of the housing of AHU devices at a test vacuum of 400 Pa, defined by the upper limit of the leakage rate f_max.; groups of casing air leakage of air handling units;289;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"779;Tightness of the housing of ventilation systems at a test vacuum of 400 Pa, defined by the upper limit of the leakage rate f_max.;casing air leakage classification of ventilation systems;289;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"780;The leakage rate is a measure of the volume or mass units leaking from a body;Maximum leakage quantity;290;Property;SUP;Constant;REAL_MEASURE;m³/m²s;42"
"781;The maximum leckage volume per time is a defines of the volume or mass units leaking from a body;maximum leckage volume per time;290;Property;SUP;Constant;REAL_MEASURE;m³/m²s;42"
"782; defines the classification of the heat transfer coefficient of the housing of the AHU.;thermal transmittance U of the casing of air handling units;291;Submodel Element Collection;SUP;Constant;ENUM_CODE;;72"
"783; defines the classification of the heat transfer coefficient of the housing of the ventilation system;thermal transmittance U of the casing of ventilation systems ;291;Submodel Element Collection;SUP;Constant;ENUM_CODE;;72"
"784;Ratio between the lowest temperature difference between any point on the outer surface ;Thermal bridging coefficient;294;Property;SPE;Parameter;REAL_MEASURE;-;68"
"785;Optimal volumetric flow through the air handling unit;optimum volumetric flow;295;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"786;best possible volumemetric air flow through the component;best possible volumetric air flow;295;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"787;minimum volumetric flow through the air handling unit that is necessary;Min volumetric flow;296;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"788;lowest volumemetric air flow through for operation at the component ;lowest volumetric flow;296;Property;;Parameter;REAL_MEASURE;m³/s;30|5"
"789;measured Volume flow through the component of the AHU system;volume flow in the component of the AHU;298;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"790;measured Volume flow through the component in the respective operating points of the AHU system;volume flow at the operating points ;298;Property;SPE;Parameter;REAL_MEASURE;m³/s;30"
"791;Mass of the component;Component weight;300;Property;SUP;Constant;REAL_MEASURE;kg;57"
"792;load of the component;load of the component;300;Property;SUP;Constant;REAL_MEASURE;kg;57"
"793;weight of the unit;weight of the unit;300;Property;SUP;Constant;REAL_MEASURE;kg;57"
"794;The sound pressure level is a measure of the sound power, which is proportional to the square of the sound pressure;Level of sound power;301;Property;OP;Variable;REAL_MEASURE;dB;13"
"795;The sound pressure level is the decadic logarithm of the squared ratio between the effective value of the measured sound pressure;sound pressure level;301;Property;OP;Variable;REAL_MEASURE;dB;13"
"796;Frequency-dependent sound power level;Octave level of sound power ;302;Property;OP;Variable;REAL_MEASURE;dB;13"
"797;in physics and engineering, mass flux density is the mass flow of a substance flowing over a given surface.;Mass flow rate density;304;Property;SPE;Parameter;REAL_MEASURE;kg/(s*m²);30"
"798;Mass flow density is often used in environmental assessments.;Density of the mass flow;304;Property;;Parameter;REAL_MEASURE;kg/(s*m²);30|5"
"799;The product of density and flow velocity in the flow field of a fluid is called mass flow density;Density of mass flow;304;Property;;Parameter;REAL_MEASURE;kg/(s*m²);30|5"
"800;Density of the fluid handled, calculated from the absolute pressure and the static temperature at the componentinlet;air density at the componentinlet ;305;Property;SPE;Parameter;REAL_MEASURE;kg/m³;58"
"801;Density is the mass of a continuously distributed medium, in this case a fluid, related to the volume. This substance quantity has the dimension kilogram per cubic meter.;density of the medium at the componentinlet;305;Property;SPE;Parameter;REAL_MEASURE;kg/m³;58"
"802;The density of a substance is its mass per unit volume;medium-density at the inlet ;305;Property;SPE;Parameter;REAL_MEASURE;kg/m³;58"
"803;Density is the weight or mass of a unit volume;fluid-density at the inlet;305;Property;SPE;Parameter;REAL_MEASURE;kg/m³;58"
"804;the density of a liquid equals the mass of the liquid divided by its volume;liquid density;305;Property;SPE;Parameter;REAL_MEASURE;kg/m³;58"
"805;approach velocity of the component;approach velocity ;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"806;approach flow velocity of the component;approach flow velocity;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"807;approach flow rate in the component;approach flow rate;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"808;approach speed of the component;approach speed;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"809;flow velocity of the fluid into the mold cavity;Inlet velocity;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"810;incoming flow velocity of the component;incoming flow velocity;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"811;incoming flow rate of the component;incoming flow rate ;306;Property;OP;Variable;REAL_MEASURE;m/s;21"
"812;max. face velocity of the component;max. face velocity;307;Property;;Parameter;REAL_MEASURE;m/s;11|59"
"813;maximum approach velocity of the component;maximum approach velocity;307;Property;SUP;Parameter;REAL_MEASURE;m/s;59"
"814;maximum approach speed of the component;maximum approach speed ;307;Property;SUP;Parameter;REAL_MEASURE;m/s;59"
"815;maximum inlet speed of the component;max. inlet speed ;307;Property;;Parameter;REAL_MEASURE;m/s;11|59"
"816;the maximum incoming flow rate of the component;max. incoming flow rate;307;Property;;Parameter;REAL_MEASURE;m/s;11|59"
"817;measured height of the component;height of the component;308;Property;SUP;Constant;REAL_MEASURE;m;41"
"818;the determined size of the component ;size of the component;308;Property;SUP;Constant;REAL_MEASURE;m;41"
"819;the specific height of the component;component size;308;Property;SUP;Constant;REAL_MEASURE;m;41"
"820;measured wide ;wide;309;Property;SUP;Constant;REAL_MEASURE;m;41"
"821;the determined wide of the component;component wide;309;Property;SUP;Constant;REAL_MEASURE;m;41"
"822;measured breadth;breadth ;309;Property;;Constant;REAL_MEASURE;m;41"
"823;measured longitude specified in meters;longitude;310;Property;SUP;Constant;REAL_MEASURE;m;41"
"824;measured breadth of air inflow surface;Wide of air inflow surface;311;Property;SUP;Constant;REAL_MEASURE;m;41"
"825;measured longitude specified in meters;breadth of air inflow surface;311;Property;SUP;Constant;REAL_MEASURE;m;41"
"826;measured size of the area that is blown by the air;size of air inflow surface;312;Property;SUP;Constant;REAL_MEASURE;m;41"
"827;size of the inflow surface is the height of the area that is blown by the air ;size of inflow surface;312;Property;SUP;Constant;REAL_MEASURE;m;41"
"828;measured size of the area that is blown by the air;height of inflow surface;312;Property;SUP;Constant;REAL_MEASURE;m;41"
"829;Cross section in the inlet air into the component;inlet cross section of the component ;313;Property;SUP;Constant;REAL_MEASURE;m²;60"
"830;cross section in the inlet component;Inlet section;313;Property;SUP;Constant;REAL_MEASURE;m²;60"
"831;determined cross section in the air inlet into the component;cross section in the inlet component;313;Property;SUP;Constant;REAL_MEASURE;m²;60"
"832;Cross section in the outlet air into the component;Outlet cross-section;314;Property;SUP;Constant;REAL_MEASURE;m²;60"
"833;cross section in the outlet component;outlet section;314;Property;SUP;Constant;REAL_MEASURE;m²;60"
"834;determined cross section in the air inlet into the component;cross section in the outlet component;314;Property;SUP;Constant;REAL_MEASURE;m²;60"
"835;Cross-section of the shutoff-damper through which air flows;cross section of the shutt-off damper;315;Property;;Constant;REAL_MEASURE;m²;60"
"836;Cross-section of the butterfly valve through which air flows;cross section of the butterfly valve;315;Property;;Constant;REAL_MEASURE;m²;60"
"837;Pressure difference generated by the component;pressure gradient across the component;316;Property;OP;Variable;REAL_MEASURE;Pa;19"
"838;Pressure difference generated by the component;component pressure difference;316;Property;;Variable;REAL_MEASURE;Pa;19"
"839;This property describes the accessories for the component.;component accessories;317;File;SUP;;SET OF STRINGS;;2"
"840;it is an additional part for the component ;additional component;317;File;SUP;;SET OF STRINGS;;2"
"841;upper supply voltage is the maximum voltage allowed for the device to function properly;upper supply voltage;318;Property;SPE;Parameter;REAL_MEASURE;V;61"
"842;the maximum line voltage allowed for the device to function properly;maximum line voltage ;318;Property;SPE;Parameter;REAL_MEASURE;Volt;61"
"843;the maximum system voltage allowed for the device to function properly;max. system voltage;318;Property;SPE;Parameter;REAL_MEASURE;Volt;61"
"844;minimum supply voltage is the maximum voltage allowed for the device to function properly;minimum supply voltage;319;Property;SPE;Parameter;REAL_MEASURE;V;61"
"845;the minimum line voltage allowed for the device to function properly;lower line voltage ;319;Property;SPE;Parameter;REAL_MEASURE;V;61"
"846;the lowest system voltage allowed for the device to function properly;lowest system voltage;319;Property;SPE;Parameter;REAL_MEASURE;V;61"
"847;This property defines the maximum flowing current;maximum current;320;Property;SPE;Parameter;REAL_MEASURE;A;61"
"848;the determined upper permissible current for the device to operate properly;upper current;320;Property;SPE;Parameter;REAL_MEASURE;A;61"
"849;maximum permissible current which is allowed to operate the device properly;maximum permissible current ;320;Property;SPE;Parameter;REAL_MEASURE;A;61"
"850;This property defines the maximum flowing current;maximum current allowed;320;Property;SPE;Parameter;REAL_MEASURE;A;61"
"851;the power rating of equipment is the highest power input allowed to flow through particular equipment;maximum fan power input;321;Property;SPE;Parameter;REAL_MEASURE;Watt;62"
"852;the power rating of equipment is the highest power input allowed to flow through particular equipment;maximum fan power;321;Property;SPE;Parameter;REAL_MEASURE;Watt;62"
"853;determined maximum power absorbed by the fan;max fan power input;321;Property;SPE;Parameter;REAL_MEASURE;W;62"
"854;The efficiency is generally the ratio of the output desired power (Pab = benefit) to the input power (Pzu = effort).;Efficiency of the fan;322;Property;SUP;Constant;REAL_MEASURE;%;45"
"855;Effectiveness is a measure of effectiveness that describes the ratio of achieved goal to defined target. It describes how good the ratio between yield and effort of the fan is.;effectiveness of the fan;322;Property;SUP;Constant;REAL_MEASURE;%;45"
"856;For example, Pab is the power that an electric motor can deliver to the shaft. Pzu is the electrical power that must be supplied to the fan.;efficiency rate of the fan;322;Property;SUP;Constant;REAL_MEASURE;%;45"
"857;Pab is the power that an electric motor can deliver to the shaft. Pzu is the electrical power that must be supplied to the fan.;efficiency level of the fan;322;Property;SUP;Constant;REAL_MEASURE;%;45"
"858;Effectiveness is a measure of effectiveness that describes the ratio of achieved goal to defined target. It describes how good the ratio between yield and effort of the ventilating fan is.;efficiency ventilating fan;322;Property;SUP;Constant;REAL_MEASURE;%;45"
"859;The blower efficiency is generally the ratio of the output desired power (Pab = benefit) to the input power (Pzu = effort).;blower efficiency;322;Property;SUP;Constant;REAL_MEASURE;%;45"
"860;measured effective power of the electric motor ;effective power of the electric motor;323;Property;;Variable;REAL_MEASURE;W;18"
"861;measured effective output of the electric motor ;effective output of the electric motor ;323;Property;OP;Variable;REAL_MEASURE;W;18"
"862;This property defines groups of power consumption depending on the maximum of the power consumption;groups of power consumption of drives;324;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"863;This property defines classes of power consumption depending on the maximum of the power consumption of fans;classes of power consumption of fans;324;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"864;This feature defines the types of fan speed control;Fan speed control type;325;Submodel Element Collection;;;ENUM_CODE;;70|71"
"865;this property defines the different types of fan speed control mode;Fan speed control mode;325;Submodel Element Collection;SPE;;ENUM_CODE;;71"
"866;This feature defines methods of blower speed controls;Fan speed control method;325;Submodel Element Collection;SPE;;ENUM_CODE;;71"
"867;describes a characteristic curve field in which the fan can be operated;characteristic curve of the blower ;326;File;SUP;;MEDIA_TYPE;;83"
"868;The design and geometric dimensions of a fan determine the characteristics of the fan curve. The fan characteristic curve is determined by measurements which can be taken from the manufacturer's documentation.;Characteristic of the fan;326;File;SUP;;MEDIA_TYPE;;83"
"869;The operating characteristics of a fan are shown in the form of a characteristic curve. In the characteristic curves, the volume flow is shown as a function of the static pressure (?pst) or the total pressure (?pt);characteristic curve of the ventilator ;326;File;SUP;;MEDIA_TYPE;;83"
"870;The operating point B is the point where the system characteristic curve intersects the fan characteristic curve. The volume flow that occurs in the system can be read on the horizontal axis.;Working point of the fan;327;File;OP;;;;1"
"871;The operating point of a fan is set where the pressure drop of the fan and the system are equal, i.e. where the fan characteristic curve and the system characteristic curve intersect.;working point of the blower;327;File;OP;;;;1"
"872;Change in air temperature between the fan inlet and outlet.;temperature differential between the blower inlet and outlet;328;Property;;Variable;REAL_MEASURE;K;22"
"873;Fan shaft power is the mechanical power supplied to the fan shaft. The unit is indacet in Watt;power demand  at the shaft of the fan;329;Property;OP;Variable;REAL_MEASURE;Watt;18"
"874;Fan shaft power is the mechanical power supplied to the fan shaft.;power consumption at the shaft of the fan;329;Property;OP;Variable;REAL_MEASURE;Watt;18"
"875;Ratio of absorbed electric fan power to the delivered air volume flow;specific blower performance;330;Property;OP;Variable;REAL_MEASURE;Ws/m³;27"
"876;Ratio of absorbed electric fan power to the delivered mechanical power in air volume flow;specific ventilator power factor;330;Property;OP;Variable;REAL_MEASURE;Ws/m³;27"
"877;Ratio of absorbed electric fan power to the delivered mechanical power in air volume flow. The property has no unit;specific fan effiency;330;Property;OP;Variable;REAL_MEASURE;Ws/m³;27"
"878;Ratio of absorbed electric fan power to the delivered mechanical power in air volume flow;specific fan power factor;330;Property;;Variable;REAL_MEASURE;Ws/m³;27"
"879;This property defines the efficiency of the impeller;Efficiency of the impeller;330;Property;OP;Variable;REAL_MEASURE;Ws/m³;27"
"880;it defindes how good the regulation of the sytem. ;Efficiency of the control;331;Property;SUP;Constant;REAL;%;45"
"881;This property defines the efficiency of the control;performance of the control;331;Property;SUP;Constant;REAL;%;45"
"882;This property defines the efficiency of the regulation;performance of the regulation;331;Property;SUP;Constant;REAL;%;45"
"883;is defined by the shelf life;Efficiency of the belt drive;332;Property;SUP;Constant;REAL_MEASURE;%;45"
"884;is defined by the durability and how it can transmit the power from the engine to the shaft;performance of the belt drive;332;Property;;Constant;REAL_MEASURE;%;45"
"885;ensures the transmission from motor to fan;performance of the v-belt;332;Property;SUP;Constant;REAL_MEASURE;%;45"
"886;is defined by the durability and how it can transmit the power from the engine to the fan;performance of the fan belt;332;Property;SUP;Constant;REAL_MEASURE;%;45"
"887;is defined by the durability and how it can transmit the power from the engine to the ventilator;belt effiency;332;Property;SUP;Constant;REAL_MEASURE;%;45"
"888;the performance of the fan based on the total pressure. the pressure loss plays a decisive role;performance based on total pressure;333;Property;OP;Variable;REAL_MEASURE;%;20"
"889;is the total efficiency of the blower based on the static pressure.;performance based on static pressure;334;Property;OP;Variable;REAL_MEASURE;%;20"
"890;determined minimum of rounds for the blower;minimum fan speed;335;Property;SUP;Constant;REAL;1/s;40"
"891;minimum number of rotations of the fan;minimum ventilator velocity;335;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"892;minimum number of spins of the fan;min. number of spins;335;Property;;Constant;REAL_MEASURE;1/s;40"
"893;maximum fan speed to operate that component;max. fan speed;336;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"894;maximum ventilator speed to operate that component;max. ventilator speed ;336;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"895;maximum ventilator speed to guarantee the operation;maximum ventilator speed ;336;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"896;maximum blower speed to operate that component;max. blower speed ;336;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"897;highest fan velocity to guarantee the operation;highest fan velocity;336;Property;SUP;Constant;REAL;1/s;40"
"898;is defined as the nominal speed of the fan;rated speed of the fan;337;Property;;Constant;REAL_MEASURE;1/s;40"
"899;is definde as the nominal velocity for design conditions of the fan;nominal velocity of the fan;337;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"900;number of rotations of the rotor per unit of time specified by the manufacturer;Rated speed of the rotor;338;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"901;Nominal speed (nN) is a suitable, rounded speed value for classifying the speed range of a motor ;Nominal speed of motor;338;Property;;Constant;REAL_MEASURE;1/s;40"
"902;rated velocity (nN) is a suitable, rounded speed value for classifying the speed range of a motor ;rated velocity of the motor;338;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"903;rated speed (nN) is a suitable, rounded speed value for classifying the speed range of a motor ;rated velocity of the maschine ;338;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"904;rated speed (nN) is a suitable, rounded speed value for classifying the speed range of a motor ;rated speed of the engine;338;Property;SUP;Constant;REAL_MEASURE;1/s;40"
"905;Number of rotations of the fan in the operating points;Speed at the working points;339;Property;SPE;Parameter;REAL;1/s;63"
"906;Number of rotations of the fan in the operating points;velocity at the working points;339;Property;SPE;Parameter;REAL_MEASURE;1/s;63"
"907;Number of rotations of the fan in the working points;pace at the operating points;339;Property;SPE;Parameter;REAL;1/s;63"
"908;Number of spins of the fan in the operating points;tempo at the operating points;339;Property;SPE;Parameter;REAL_MEASURE;1/s;63"
"909;Pressure difference between the inlet and outlet cross-sections of the fan. The unit is indicted in deltha pascal;pressure increase through the fan;340;Property;OP;Variable;REAL;Pa;19"
"910;Pressure difference between the inlet and outlet cross-sections of the blower; total pressure difference between fan inlet and fan outlet;340;Property;;Variable;REAL_MEASURE;Pa;19"
"911;Pressure difference between the inlet and outlet cross-section of the fan in the operating points;difference in pressure at the operating points of the fan;341;Property;SPE;Parameter;REAL_MEASURE;;68"
"912;Pressure difference between the inlet and outlet cross-section of the fan at the working points;difference of the pressure at the working points of the fan;341;Property;SPE;Parameter;REAL_MEASURE;;68"
"913;increase of pressure between the inlet and outlet cross-section of the fan at the working points;increase of the pressure at the working points of the fan;341;Property;SPE;Parameter;REAL_MEASURE;;68"
"914;highest static pressure difference between the inlet and outlet cross-section above the fan;highest static pressure increase;342;Property;SPE;Parameter;REAL_MEASURE;Pascal;32"
"915;max. static pressure difference between the inlet and outlet cross-section above the fan;max. static pressure increase;342;Property;;Parameter;REAL_MEASURE;Pa;32|9"
"916;Static pressure difference between the inlet and outlet cross-section above the ventilator;static pressure difference through the ventilator;343;Property;OP;Variable;REAL_MEASURE;Pa;19"
"917;Static pressure difference between the inlet and outlet cross-section above the fan;static pressure difference through the blower;343;Property;;Variable;REAL_MEASURE;Pascal;19"
"918;Maximum dynamic pressure difference between the inlet and outlet cross-section above the fan. ;Max. dynamic pressure increase;344;Property;SPE;Parameter;REAL_MEASURE;Pa;32"
"919;The maximum Dynamic pressure is also the max. kinetic energy per unit volume of a fluid above the fan;Max. dynamic pressure increase;344;Property;;Parameter;REAL_MEASURE;Pascal;32|9"
"920;this property is a measured speed of the impeller wheel specified in meters per second;speed of the impeller wheel;345;Property;OP;Variable;REAL;;27"
"921;this property is a measured velocity of the impeller wheel.;speed of the fan wheel;345;Property;OP;Variable;REAL;;27"
"922;maximum diameter measured over the tips of the blades of the impeller;impeller tip diameter;346;Property;SUP;Constant;REAL_MEASURE;m;41"
"923;maximum diameter measured over the tips of the blades of the impeller;diameter of the impeller tips;346;Property;SUP;Constant;REAL_MEASURE;m;41"
"924;Lowest permissible air temperature that the fan can promote;Minimum medium delivery temperature;347;Property;SPE;Parameter;REAL_MEASURE;K;34"
"925;Lowest permissible air temperature for the fan to operate;Minimum fluid temperature;347;Property;SPE;Parameter;REAL_MEASURE;K;34"
"926;Lowest permissible air temperature for the fan to operate;min. medium delivery temperature;347;Property;SPE;Parameter;REAL_MEASURE;K;34"
"927;maximum permissible air temperature for the fan to operate;maximum medium delivery temperature;348;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"928;max permissible air temperature that the fan can promote;maximum fluid delivery temperature;348;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"929;max permissible air temperature that the fan can promote;max. fluid delivery temperature ;348;Property;;Parameter;REAL_MEASURE;°C;34"
"930;maximum permissible air temperature that the fan can promote;highest fluid temperature;348;Property;SPE;Parameter;REAL_MEASURE;°C;34"
"931;This characteristic defines the frequency of the fan;fan frequency;349;Property;SUP;Constant;REAL_MEASURE;Hz;40"
"932;It defines the frequency of the blower;blower frequency;349;Property;SUP;Constant;REAL_MEASURE;Hz;40"
"933;It defines the frequency of the ventilator. The unit is specified in Hertz;ventilator frequency;349;Property;SUP;Constant;REAL_MEASURE;Hz;40"
"934;The number of pole pairs determines the synchronous speed of the three phase motor.;integer of poles;351;Property;SUP;Constant;REAL;;49"
"935;Basically, the more poles, the more precisely a drive can control stepper motor output. Beyond this simple fact, manufacturers offer varying arrangements and numbers of stator poles and teeth;pole pairs per phase;351;Property;SUP;Constant;REAL;;49"
"936;the determined size of the motor;size of the motor;352;Property;SUP;Constant;REAL;;49"
"937;the specific height of the motor;motor height ;352;Property;SUP;Constant;REAL;;49"
"938;measured size of the engine;engine height ;352;Property;SUP;Constant;REAL;;49"
"939;height of the machine. The Unit is specified in meters;machine height;352;Property;SUP;Constant;REAL;;49"
"940;this property describes the shape and functional design of the fan;style of the fan;354;File;SUP;;ENUM_CODE;;79"
"941; design is the specification for the construction of the ventilator;design of the fan;354;File;SUP;;ENUM_CODE;;79"
"942;This property defines the protection type of the fan;Protection type (fan) ;355;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"943;the protection class of the blower is used to classify and identify electrical equipment (e.g. devices and installation components) with regard to the existing protection and safety measures to prevent electric shock.;equipment class of the fan;355;Submodel Element Collection;SUP;;ENUM_CODE;;70"
"944;in the electrical appliance manufacturing industry, the following IEC protection classes are defined in IEC 61140 and used to differentiate between the protective-earth connection requirements of devices;Appliance classes;355;Submodel Element Collection;SUP;;ENUM_CODE;;70"
